dimension_id,dimension_name,option_a_id,option_a_display,option_b_id,option_b_display,choice,confidence,reasoning,high_pole_description_a,high_pole_description_b,swap_consistent
1,Action vs. Character-Driven,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),15,Cutthroat Island (1995),A,clear,"Twelve Monkeys focuses heavily on character development and psychological depth, exploring themes of identity and fate through its complex narrative. In contrast, Cutthroat Island emphasizes action and adventure, with less emphasis on character development.",character-driven with psychological depth,action-packed with less character focus,True
1,Action vs. Character-Driven,12,Dracula: Dead and Loving It (1995),20,Money Train (1995),A,marginal,"Dracula: Dead and Loving It focuses more on comedic elements and parody rather than deep character development, while Money Train includes more action sequences and a heist plot, but still offers some character interaction and development.",slightly towards the low pole,closer to the low pole,False
1,Action vs. Character-Driven,11,"American President, The (1995)",36,Dead Man Walking (1995),A,marginal,"The American President focuses heavily on the personal and political relationships of its characters, making it highly character-driven. Dead Man Walking also emphasizes character development and the internal struggles of its protagonists, but it includes more thematic elements that might slightly shift its focus away from pure character development towards broader societal issues.",strongly character-driven,character-driven with thematic elements,False
1,Action vs. Character-Driven,25,Leaving Las Vegas (1995),3,Grumpier Old Men (1995),A,clear,"Option A, 'Leaving Las Vegas', focuses heavily on the deep psychological and emotional journeys of its characters, making it highly character-driven. In contrast, Option B, 'Grumpier Old Men', while having some character development, is primarily driven by comedic situations and interactions, placing it closer to the action pole.",highly character-driven,moderately character-driven,True
1,Action vs. Character-Driven,14,Nixon (1995),23,Assassins (1995),A,clear,"Option A, 'Nixon', focuses heavily on the psychological and political intricacies of its titular character, aligning closely with the high pole of character-driven narratives. In contrast, Option B, 'Assassins', emphasizes action sequences and the dynamic between two assassins, placing it closer to the low pole of action-driven content.",highly character-driven,action-oriented,True
1,Action vs. Character-Driven,28,Persuasion (1995),17,Sense and Sensibility (1995),A,marginal,"Both 'Persuasion' and 'Sense and Sensibility' are heavily character-driven films that focus on the emotional and psychological journeys of their protagonists. However, 'Persuasion' leans slightly more into deep character development and introspection, making it marginally more character-driven than 'Sense and Sensibility'.",deeply character-driven,character-driven with strong thematic elements,False
1,Action vs. Character-Driven,35,Carrington (1995),34,Babe (1995),A,clear,"Carrington focuses heavily on the psychological and emotional journeys of its characters, making it more character-driven. Babe, while having character development, also includes elements of adventure and fantasy that slightly reduce its focus on deep character arcs compared to Carrington.",highly character-driven,moderately character-driven,True
1,Action vs. Character-Driven,22,Copycat (1995),8,Tom and Huck (1995),A,marginal,"Option A, 'Copycat', involves a mix of thriller elements and character exploration, leaning towards character-driven due to its focus on the psychologist's personal journey. Option B, 'Tom and Huck', is more focused on the adventures and developing friendship between the characters, which also leans towards being character-driven but in a different context.",moderately character-driven with psychological depth,slightly character-driven with thematic exploration,False
1,Action vs. Character-Driven,16,Casino (1995),24,Powder (1995),A,marginal,"Casino (1995) focuses heavily on character development and the psychological depth of its main characters, particularly Sam 'Ace' Rothstein, while Powder (1995) also emphasizes character-driven storytelling but through the lens of an individual's unique abilities and his interactions with society.",strongly character-driven,character-driven with unique thematic elements,False
1,Action vs. Character-Driven,19,Ace Ventura: When Nature Calls (1995),4,Waiting to Exhale (1995),B,clear,"Option A, 'Ace Ventura: When Nature Calls', focuses more on slapstick humor and zany antics rather than deep character development, placing it closer to the action-driven end of the spectrum. Option B, 'Waiting to Exhale', emphasizes the personal growth and relationships among its characters, aligning it more closely with the character-driven pole.",slightly action-driven,moderately character-driven,True
1,Action vs. Character-Driven,10,GoldenEye (1995),33,Wings of Courage (1995),B,marginal,"Option A, 'GoldenEye', is heavily action-oriented with numerous high-stakes action sequences and a focus on the classic Bond adventure, placing it closer to the low pole. Option B, 'Wings of Courage', while adventurous, also delves into the personal journeys and motivations of its characters, leaning more towards the high pole.",low pole - action-oriented,mid-range - character development,True
1,Action vs. Character-Driven,26,Othello (1995),29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",A,clear,"Option A, 'Othello', focuses heavily on the psychological depth and complex relationships between characters, aligning closely with the high pole of character-driven narratives. Option B, 'The City of Lost Children', while having character development, is more visually and plot-driven, featuring elements of adventure and fantasy that slightly pull it away from the high pole.",deeply character-driven,moderately character-driven with fantastical elements,True
1,Action vs. Character-Driven,39,Clueless (1995),46,How to Make an American Quilt (1995),B,marginal,"Clueless focuses more on character relationships and personal growth within a comedic context, while How to Make an American Quilt delves deeply into the emotional and psychological journeys of its characters through storytelling and intergenerational bonds. Both are character-driven, but How to Make an American Quilt leans slightly more towards the high pole due to its emphasis on deep character development.",moderately character-driven,strongly character-driven,True
1,Action vs. Character-Driven,21,Get Shorty (1995),40,"Cry, the Beloved Country (1995)",B,clear,"Option A, 'Get Shorty', includes elements of comedy and crime but centers around character interactions and development within the film industry, leaning towards the character-driven side. Option B, 'Cry, the Beloved Country', is deeply focused on the personal journey and psychological depth of its characters, particularly the protagonist's struggle with societal issues and personal beliefs, placing it firmly at the high pole.",moderately character-driven,strongly character-driven,True
1,Action vs. Character-Driven,44,Mortal Kombat (1995),47,Seven (a.k.a. Se7en) (1995),B,clear,"Mortal Kombat (1995) focuses heavily on action sequences and combat, aligning it more closely with the low pole of the dimension. In contrast, Seven (1995) delves into the psychological aspects of its characters and the moral dilemmas they face, placing it closer to the high pole.",action-oriented,psychologically complex,True
1,Action vs. Character-Driven,41,Richard III (1995),37,Across the Sea of Time (1995),A,clear,"Option A, 'Richard III', focuses heavily on the psychological and manipulative aspects of its main character, making it more character-driven. Option B, 'Across the Sea of Time', while having some character development, leans more towards showcasing historical and documentary elements, thus less character-driven compared to Option A.",highly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,49,When Night Is Falling (1995),48,Pocahontas (1995),A,clear,"Option A focuses heavily on the internal journey and emotional growth of the main character, aligning closely with character-driven narratives. Option B, while featuring character development, also incorporates elements of adventure and cultural conflict, which slightly shifts its focus away from purely character-driven aspects.",strongly character-driven,moderately character-driven,True
1,Action vs. Character-Driven,42,Dead Presidents (1995),14,Nixon (1995),B,clear,"Dead Presidents (Option A) includes action elements but also focuses significantly on character development and societal issues, placing it somewhat towards the character-driven end. Nixon (Option B), however, is deeply rooted in character study and political intrigue, making it more character-driven than Option A.",moderately character-driven,strongly character-driven,True
1,Action vs. Character-Driven,9,Sudden Death (1995),49,When Night Is Falling (1995),B,clear,"Option A, 'Sudden Death', is heavily focused on high-stakes action and thrilling sequences, placing it closer to the low pole. In contrast, Option B, 'When Night Is Falling', centers around character development and emotional depth, aligning it closely with the high pole.",low pole - action-focused,high pole - character-driven,True
1,Action vs. Character-Driven,48,Pocahontas (1995),29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",A,marginal,"Pocahontas focuses heavily on character development and relationships, particularly the evolving relationship between Pocahontas and John Smith, placing it closer to the high pole. The City of Lost Children, while having elements of character-driven storytelling, also incorporates a significant amount of action and adventure, positioning it slightly further towards the low pole.",strongly character-driven,moderately character-driven with action elements,False
1,Action vs. Character-Driven,1,Toy Story (1995),22,Copycat (1995),A,clear,"Toy Story focuses heavily on character development and emotional arcs, particularly between Woody and Buzz, making it more character-driven. Copycat, while having some character development, leans more towards an action and thriller plot with its focus on hunting a serial killer.",highly character-driven,moderately action-focused,False
1,Action vs. Character-Driven,5,Father of the Bride Part II (1995),42,Dead Presidents (1995),A,clear,"Option A focuses on the personal and familial relationships and the emotional journey of the characters, particularly George Banks, making it more character-driven. Option B, while it includes some character development, centers around an action-packed heist plot, placing it closer to the action end of the spectrum.",character-driven comedy,action-oriented crime drama,False
1,Action vs. Character-Driven,6,Heat (1995),49,When Night Is Falling (1995),B,clear,"Heat (1995) features significant action sequences and a thrilling narrative, though it also delves into character development. In contrast, When Night Is Falling focuses heavily on the emotional and psychological journey of its main character, aligning more closely with the character-driven end of the spectrum.",moderately action-oriented with some character depth,strongly character-driven,True
1,Action vs. Character-Driven,16,Casino (1995),30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),A,marginal,"Both 'Casino' and 'Shanghai Triad' focus heavily on character development and the psychological depth of their protagonists, making them both lean towards the high pole of the dimension. However, 'Casino' may have a slight edge due to its broader exploration of multiple characters' arcs and the complexity of their relationships.",strong character-driven,character-driven,False
1,Action vs. Character-Driven,45,To Die For (1995),25,Leaving Las Vegas (1995),B,marginal,"To Die For focuses on the character development of Suzanne Stone and her psychological motivations, placing it closer to the high pole. Leaving Las Vegas also emphasizes deep character development and emotional journeys, but its narrative intensity and focus on the characters' internal struggles might slightly elevate it further towards the high pole.",character-focused with psychological depth,deeply character-driven with intense emotional exploration,True
1,Action vs. Character-Driven,43,Restoration (1995),37,Across the Sea of Time (1995),A,clear,"Option A, 'Restoration', focuses heavily on the character arc of Robert Merivel, exploring themes of love, betrayal, and the complexities of human nature within a historical setting, making it more character-driven. Option B, 'Across the Sea of Time', while touching on the immigrant experience, is primarily a documentary with less emphasis on deep character development compared to Option A.",highly character-driven,moderately character-driven,True
1,Action vs. Character-Driven,12,Dracula: Dead and Loving It (1995),4,Waiting to Exhale (1995),B,clear,"Dracula: Dead and Loving It focuses more on comedic and action-oriented elements rather than deep character development, while Waiting to Exhale centers heavily on the emotional journeys and relationships of its characters, making it more character-driven.",low on character-driven,high on character-driven,True
1,Action vs. Character-Driven,13,Balto (1995),28,Persuasion (1995),B,clear,"Balto focuses on an adventurous journey with some action elements but centers around character growth and thematic exploration, while Persuasion is a character-driven drama that delves deeply into the psychological and emotional journeys of its characters.",moderately character-driven,strongly character-driven,True
1,Action vs. Character-Driven,21,Get Shorty (1995),14,Nixon (1995),B,clear,"Option A, 'Get Shorty', while having elements of character development, leans more towards action and plot-driven narrative with its mix of comedy and crime. Option B, 'Nixon', focuses heavily on the psychological and personal journey of its titular character, making it more character-driven.",moderately action-driven,strongly character-driven,True
1,Action vs. Character-Driven,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),18,Four Rooms (1995),A,clear,"Twelve Monkeys focuses heavily on character development and psychological depth, exploring themes of identity and fate through its complex narrative. In contrast, Four Rooms, being a comedy anthology, prioritizes quirky characters and absurd situations over deep character arcs, making it less character-driven.",highly character-driven,less character-driven,False
1,Action vs. Character-Driven,10,GoldenEye (1995),42,Dead Presidents (1995),B,marginal,"Option A, 'GoldenEye', is heavily action-oriented with numerous high-stakes action sequences and a focus on the protagonist's external conflicts. Option B, 'Dead Presidents', while containing action elements, also explores deeper character development and societal issues, placing it closer to the character-driven end compared to 'GoldenEye'.",near the low pole,closer to the high pole,True
1,Action vs. Character-Driven,18,Four Rooms (1995),10,GoldenEye (1995),A,clear,"Four Rooms focuses more on quirky characters and absurd situations, aligning it closer to the character-driven end of the spectrum. In contrast, GoldenEye emphasizes high-stakes action sequences and thrilling chase scenes, placing it firmly at the action-driven end.",character-driven,action-driven,True
1,Action vs. Character-Driven,24,Powder (1995),38,It Takes Two (1995),A,clear,"Option A, 'Powder', focuses heavily on the character development of the protagonist and explores themes of acceptance and understanding, placing it closer to the high pole. Option B, 'It Takes Two', while having some character growth, leans more towards a plot-driven comedy with less emphasis on deep psychological exploration.",character-focused,plot-focused,True
1,Action vs. Character-Driven,19,Ace Ventura: When Nature Calls (1995),30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),B,clear,"Option A, 'Ace Ventura: When Nature Calls', focuses heavily on slapstick humor and zany antics, which aligns more with action-oriented entertainment rather than deep character development. Option B, 'Shanghai Triad', delves into themes of power, loyalty, and the consequences of choices, indicating a stronger emphasis on character-driven narrative.",low on character-driven elements,higher on character-driven elements,True
1,Action vs. Character-Driven,7,Sabrina (1995),43,Restoration (1995),A,marginal,"Option A, 'Sabrina', focuses heavily on character development and the emotional journey of its protagonists, aligning closely with the high pole of the dimension. Option B, 'Restoration', also emphasizes character-driven narratives but includes elements of historical drama that might slightly shift its focus away from pure character development.",strongly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,26,Othello (1995),14,Nixon (1995),A,marginal,"Both 'Othello' and 'Nixon' are heavily character-driven, focusing on the psychological depth and development of their central figures. However, 'Othello' leans slightly more towards character-driven due to its exploration of complex emotions like jealousy and betrayal within a more intimate setting.",highly character-driven,character-driven,False
1,Action vs. Character-Driven,31,Dangerous Minds (1995),36,Dead Man Walking (1995),B,marginal,"Both 'Dangerous Minds' and 'Dead Man Walking' focus heavily on character development and psychological depth rather than action sequences. However, 'Dead Man Walking' delves deeper into the internal struggles and moral dilemmas of its characters, making it slightly more character-driven.",moderately character-driven,strongly character-driven,True
1,Action vs. Character-Driven,33,Wings of Courage (1995),11,"American President, The (1995)",B,clear,"Wings of Courage focuses on the adventurous and romantic aspects of early aviation pioneers, featuring elements of character development but with a strong emphasis on their daring exploits. The American President, however, centers heavily on the personal and political struggles of its characters, particularly the evolving relationship between the President and the lobbyist, making it more character-driven.",moderately character-driven,strongly character-driven,True
1,Action vs. Character-Driven,39,Clueless (1995),5,Father of the Bride Part II (1995),A,marginal,"Clueless focuses heavily on character development and relationships, making it more character-driven. Father of the Bride Part II also emphasizes character interactions but leans slightly more towards situational comedy and less on deep psychological exploration.",highly character-driven,moderately character-driven,True
1,Action vs. Character-Driven,35,Carrington (1995),37,Across the Sea of Time (1995),A,clear,"Option A, 'Carrington', focuses heavily on the personal and emotional journeys of its characters, making it highly character-driven. Option B, 'Across the Sea of Time', while touching on personal stories, is more documentary-like and less focused on deep character development.",highly character-driven,less character-driven,True
1,Action vs. Character-Driven,41,Richard III (1995),18,Four Rooms (1995),A,clear,"Option A, 'Richard III', focuses heavily on the psychological and manipulative journey of its titular character, making it more character-driven. Option B, 'Four Rooms', while having distinct characters, emphasizes bizarre and chaotic events over deep character development, placing it closer to the action end of the spectrum.",highly character-driven,moderately action-oriented,False
1,Action vs. Character-Driven,40,"Cry, the Beloved Country (1995)",35,Carrington (1995),A,marginal,"Both 'Cry, the Beloved Country' and 'Carrington' focus heavily on character development and emotional depth rather than action sequences. However, 'Cry, the Beloved Country' leans slightly more towards character-driven storytelling due to its exploration of personal and societal struggles through the lens of a single protagonist's journey.",strongly character-driven,character-driven with romantic elements,True
1,Action vs. Character-Driven,45,To Die For (1995),19,Ace Ventura: When Nature Calls (1995),A,clear,"Option A, 'To Die For', focuses heavily on character development and the psychological depth of its protagonist, making it more character-driven. Option B, 'Ace Ventura: When Nature Calls', is primarily an action-comedy with less emphasis on character development, placing it closer to the action end of the spectrum.",character-driven,action-oriented,True
1,Action vs. Character-Driven,1,Toy Story (1995),18,Four Rooms (1995),A,clear,"Toy Story focuses heavily on character development and emotional arcs, particularly between Woody and Buzz, making it more character-driven. Four Rooms, while having character elements, is more fragmented and driven by its comedic and chaotic scenarios rather than deep character development.",character-focused,scenario-focused,False
1,Action vs. Character-Driven,47,Seven (a.k.a. Se7en) (1995),16,Casino (1995),B,clear,"Seven focuses heavily on its plot-driven narrative and intense action sequences, placing it closer to the action end of the spectrum. In contrast, Casino emphasizes the complex relationships and personal struggles of its characters, aligning it more closely with the character-driven pole.",plot-focused thriller,character-centric drama,True
1,Action vs. Character-Driven,20,Money Train (1995),15,Cutthroat Island (1995),A,marginal,"Money Train focuses more on the characters' relationships and motivations, providing some depth to the protagonists, while Cutthroat Island leans heavily towards action and adventure with less emphasis on character development.",moderately character-driven,primarily action-driven,True
1,Action vs. Character-Driven,44,Mortal Kombat (1995),40,"Cry, the Beloved Country (1995)",B,clear,"Mortal Kombat (1995) is heavily focused on action sequences and combat, aligning it closely with the low pole of the Action vs. Character-Driven dimension. In contrast, Cry, the Beloved Country (1995) emphasizes deep character development and explores complex social issues, placing it closer to the high pole.",low on character-driven,high on character-driven,True
1,Action vs. Character-Driven,2,Jumanji (1995),35,Carrington (1995),B,clear,"Option A, 'Jumanji', leans towards the action side with its focus on adventure and survival against the game's challenges, while Option B, 'Carrington', is heavily character-driven, exploring the personal and emotional journeys of its protagonists.",moderately action-oriented,strongly character-driven,True
1,Action vs. Character-Driven,8,Tom and Huck (1995),13,Balto (1995),A,marginal,"Both 'Tom and Huck' and 'Balto' focus more on character development and thematic exploration than on high-stakes action sequences. However, 'Tom and Huck' delves deeper into the characters' relationships and personal growth, giving it a slight edge in character-driven elements.",moderately character-driven,slightly less character-driven,False
1,Action vs. Character-Driven,15,Cutthroat Island (1995),31,Dangerous Minds (1995),B,clear,"Option A, 'Cutthroat Island', focuses heavily on action and adventure, featuring high-seas battles and treasure hunts, placing it closer to the low pole. Option B, 'Dangerous Minds', centers around character development and the teacher's journey to inspire her students, aligning it more closely with the high pole.",action-packed adventure,character-driven drama,True
1,Action vs. Character-Driven,50,"Usual Suspects, The (1995)",19,Ace Ventura: When Nature Calls (1995),A,clear,"The Usual Suspects focuses heavily on character development and psychological depth through its complex narrative and unreliable narrator, placing it closer to the high pole. In contrast, Ace Ventura: When Nature Calls is primarily an action-comedy with less emphasis on character development, positioning it closer to the low pole.",character-driven with psychological depth,action-focused with light character development,True
1,Action vs. Character-Driven,9,Sudden Death (1995),6,Heat (1995),B,marginal,"Option A, 'Sudden Death', focuses heavily on high-stakes action sequences and thrilling rescues, placing it closer to the low pole. Option B, 'Heat', while containing significant action elements, delves deeper into the psychological and emotional journeys of its main characters, positioning it slightly higher on the character-driven scale.",near the low pole,closer to the middle,True
1,Action vs. Character-Driven,46,How to Make an American Quilt (1995),11,"American President, The (1995)",A,marginal,"Option A, 'How to Make an American Quilt', focuses heavily on character development and personal growth, making it more character-driven. Option B, 'The American President', also emphasizes character development but includes more plot-driven elements such as political intrigue and romantic complications, balancing it slightly away from the high pole.",strongly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,7,Sabrina (1995),10,GoldenEye (1995),A,clear,"Option A, 'Sabrina', focuses heavily on character development and the emotional journey of its protagonists, aligning closely with the high pole of the dimension. In contrast, Option B, 'GoldenEye', is characterized by its intense action sequences and high-stakes plot, placing it firmly at the low pole.",character-driven with deep emotional arcs,action-packed with thrilling sequences,True
1,Action vs. Character-Driven,17,Sense and Sensibility (1995),32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),A,clear,"Sense and Sensibility focuses heavily on the emotional and relational development of its characters, aligning closely with the high pole of character-driven narratives. In contrast, Twelve Monkeys, while having some character development, is more action-oriented due to its thriller and sci-fi elements involving time travel and a dystopian future.",strongly character-driven,moderately action-focused,True
1,Action vs. Character-Driven,22,Copycat (1995),49,When Night Is Falling (1995),B,clear,"Option A, 'Copycat', while containing elements of psychological depth due to its thriller nature, still leans more towards action and suspense. Option B, 'When Night Is Falling', focuses heavily on character development and emotional exploration, placing it closer to the high pole.",moderately action-driven,strongly character-driven,True
1,Action vs. Character-Driven,6,Heat (1995),12,Dracula: Dead and Loving It (1995),A,clear,"Heat (1995) focuses significantly on the development of its main characters, Neil McCauley and Vincent Hanna, delving into their motivations and personal lives, placing it closer to the high pole. Dracula: Dead and Loving It (1995), being a comedy-horror spoof, prioritizes action and comedic elements over character development, positioning it closer to the low pole.",character-driven with intricate character arcs,action-focused with minimal character development,True
1,Action vs. Character-Driven,21,Get Shorty (1995),18,Four Rooms (1995),A,marginal,"Option A, 'Get Shorty', focuses more on character development and the protagonist's journey through the film industry, while Option B, 'Four Rooms', is a collection of short, quirky stories that prioritize humor and absurdity over deep character exploration. 'Get Shorty' leans more towards the character-driven side compared to 'Four Rooms'.",moderately character-driven,lightly character-driven,False
1,Action vs. Character-Driven,23,Assassins (1995),2,Jumanji (1995),B,marginal,"Option A, 'Assassins', focuses heavily on action sequences and the conflict between characters, aligning more closely with the action-driven end of the spectrum. Option B, 'Jumanji', while containing elements of adventure and danger, emphasizes the journey and growth of its characters, placing it closer to the character-driven pole.",action-heavy,character-focused,True
1,Action vs. Character-Driven,24,Powder (1995),50,"Usual Suspects, The (1995)",A,clear,"Option A, 'Powder', focuses heavily on the character development of the protagonist and explores themes of acceptance and understanding, placing it closer to the high pole. Option B, 'The Usual Suspects', while having some character development, is primarily driven by its intricate plot and suspenseful action sequences, positioning it closer to the low pole.",character-driven with deep psychological exploration,plot-driven with significant action elements,False
1,Action vs. Character-Driven,26,Othello (1995),42,Dead Presidents (1995),A,clear,"Option A, 'Othello', focuses heavily on the psychological depth and complex relationships between characters, aligning closely with the high pole of character-driven narratives. In contrast, Option B, 'Dead Presidents', while containing some character development, is more action-oriented with a significant focus on a heist plot, placing it closer to the low pole.",highly character-driven,moderately action-focused,True
1,Action vs. Character-Driven,27,Now and Then (1995),17,Sense and Sensibility (1995),B,marginal,"Both 'Now and Then' and 'Sense and Sensibility' focus heavily on character development and emotional journeys rather than action sequences. However, 'Sense and Sensibility' delves deeper into the psychological and social intricacies of its characters, making it slightly more character-driven.",moderately character-driven,strongly character-driven,True
1,Action vs. Character-Driven,28,Persuasion (1995),25,Leaving Las Vegas (1995),B,marginal,"Both 'Persuasion' and 'Leaving Las Vegas' focus heavily on character development and emotional depth rather than action sequences. However, 'Leaving Las Vegas' delves deeper into the psychological and emotional turmoil of its characters, making it slightly more character-driven.",character-focused,deeply character-driven,True
1,Action vs. Character-Driven,34,Babe (1995),45,To Die For (1995),A,clear,"Option A, 'Babe', focuses heavily on character development and emotional arcs, making it more character-driven. Option B, 'To Die For', while having significant character development, also includes elements of thriller and darker plot twists, which slightly shifts its focus away from pure character-driven narrative.",highly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,3,Grumpier Old Men (1995),47,Seven (a.k.a. Se7en) (1995),A,marginal,"Option A, 'Grumpier Old Men', focuses more on character interactions and relationships, particularly the evolving dynamics between the main characters, placing it closer to the high pole. Option B, 'Seven', emphasizes intense action and psychological suspense, aligning it more closely with the low pole.",character-driven comedy,action-oriented thriller,False
1,Action vs. Character-Driven,39,Clueless (1995),3,Grumpier Old Men (1995),A,marginal,"Clueless focuses heavily on character development and relationships, making it more character-driven. Grumpier Old Men also emphasizes character interactions but leans slightly more towards situational comedy and less on deep character arcs.",highly character-driven,moderately character-driven,True
1,Action vs. Character-Driven,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",43,Restoration (1995),B,clear,"Option A, 'The City of Lost Children', while rich in visual storytelling and adventure, still maintains a focus on character relationships and emotional depth, particularly in the journey of the strongman One. Option B, 'Restoration', is deeply rooted in character-driven narrative, exploring the internal conflicts and societal pressures faced by Robert Merivel.",moderately character-driven,strongly character-driven,True
1,Action vs. Character-Driven,4,Waiting to Exhale (1995),17,Sense and Sensibility (1995),A,marginal,"Both 'Waiting to Exhale' and 'Sense and Sensibility' focus heavily on character development and emotional journeys rather than action sequences. However, 'Waiting to Exhale' places a slightly greater emphasis on the personal growth and relationships among its characters, making it lean marginally more towards the character-driven end of the spectrum.",strongly character-driven,character-driven,False
1,Action vs. Character-Driven,7,Sabrina (1995),27,Now and Then (1995),B,marginal,"Both 'Sabrina' and 'Now and Then' focus more on character development and relationships rather than action sequences. However, 'Now and Then' delves deeper into the psychological and emotional journeys of its characters, making it slightly more character-driven.",moderately character-driven,more character-driven,True
1,Action vs. Character-Driven,12,Dracula: Dead and Loving It (1995),27,Now and Then (1995),B,clear,"Option A, 'Dracula: Dead and Loving It', focuses more on comedic and action-oriented elements rather than deep character development. Option B, 'Now and Then', centers heavily on the emotional and psychological growth of its characters, making it more character-driven.",low on character-driven,high on character-driven,True
1,Action vs. Character-Driven,33,Wings of Courage (1995),17,Sense and Sensibility (1995),B,clear,"Wings of Courage focuses on the adventurous and daring exploits of early aviators, featuring elements of action and adventure but also delving into the characters' motivations and personal growth. Sense and Sensibility, however, is deeply rooted in exploring the emotional and psychological journeys of its characters within the context of societal norms and personal relationships, making it more character-driven.",moderately character-driven with some action elements,strongly character-driven,True
1,Action vs. Character-Driven,46,How to Make an American Quilt (1995),50,"Usual Suspects, The (1995)",A,clear,"Option A, 'How to Make an American Quilt', focuses heavily on character development and emotional journeys, aligning closely with the high pole of the dimension. In contrast, Option B, 'The Usual Suspects', while having some character depth, is primarily driven by its intricate plot and suspenseful narrative, placing it closer to the low pole.",highly character-driven,moderately action-driven,True
1,Action vs. Character-Driven,48,Pocahontas (1995),11,"American President, The (1995)",A,marginal,"Pocahontas focuses heavily on character development and relationships, particularly the personal growth of its titular character. The American President also emphasizes character-driven elements, exploring the complexities of its characters' personal and professional lives. However, Pocahontas leans slightly more into character depth and emotional arcs.",strongly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,38,It Takes Two (1995),6,Heat (1995),A,clear,"Option A, 'It Takes Two', focuses on character relationships and personal growth, aligning more closely with the character-driven end of the spectrum. In contrast, Option B, 'Heat', emphasizes intense action sequences and a thrilling narrative, placing it closer to the action-driven end.",character-driven with a focus on personal growth,action-driven with intense sequences,True
