dimension_id,dimension_name,option_id,display_text,score,zero_reason,justification
4,Family-Friendly vs. Adult-Themed,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",2,midpoint,The movie contains dark themes and surreal visuals that may not be suitable for young children.
4,Family-Friendly vs. Adult-Themed,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1,null,"The movie explores mature themes such as power, loyalty, and betrayal in a dangerous criminal setting."
4,Family-Friendly vs. Adult-Themed,31,Dangerous Minds (1995),2,midpoint,"The movie contains mature themes related to education and social issues, making it less suitable for younger audiences."
4,Family-Friendly vs. Adult-Themed,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1,null,The movie contains mature themes and complex narratives unsuitable for children.
4,Family-Friendly vs. Adult-Themed,33,Wings of Courage (1995),2,midpoint,The movie contains mature themes and is aimed at an adult audience.
4,Family-Friendly vs. Adult-Themed,34,Babe (1995),4,,"Babe is a heartwarming family film suitable for all ages, focusing on themes like friendship and acceptance."
4,Family-Friendly vs. Adult-Themed,35,Carrington (1995),1,null,The movie explores mature themes such as complex relationships and societal conventions.
4,Family-Friendly vs. Adult-Themed,36,Dead Man Walking (1995),1,null,The movie explores mature themes such as death row and criminal justice.
4,Family-Friendly vs. Adult-Themed,37,Across the Sea of Time (1995),3,midpoint,"The documentary combines elements of drama and showcases cultural diversity, which can appeal to a wide audience but may contain some mature themes."
4,Family-Friendly vs. Adult-Themed,38,It Takes Two (1995),4,,"The movie is a heartwarming family comedy with themes of family, friendship, and communication, suitable for all ages."
4,Family-Friendly vs. Adult-Themed,39,Clueless (1995),2,midpoint,Clueless contains mature themes and language unsuitable for young children.
4,Family-Friendly vs. Adult-Themed,40,"Cry, the Beloved Country (1995)",2,midpoint,The film explores mature themes such as racial injustice and family struggles.
4,Family-Friendly vs. Adult-Themed,41,Richard III (1995),1,null,"The movie involves mature themes such as manipulation, violence, and betrayal."
4,Family-Friendly vs. Adult-Themed,42,Dead Presidents (1995),1,null,"The movie contains mature themes related to war, crime, and societal issues unsuitable for children."
4,Family-Friendly vs. Adult-Themed,43,Restoration (1995),1,null,"The plot involves mature themes such as political intrigue, betrayal, and the complexities of power, making it unsuitable for younger audiences."
4,Family-Friendly vs. Adult-Themed,44,Mortal Kombat (1995),1,null,"The movie contains mature themes and intense action, making it unsuitable for younger audiences."
4,Family-Friendly vs. Adult-Themed,45,To Die For (1995),1,null,"The movie involves themes of murder and manipulation, which are not suitable for younger audiences."
4,Family-Friendly vs. Adult-Themed,46,How to Make an American Quilt (1995),2,midpoint,The movie contains mature themes and is aimed at an adult audience.
4,Family-Friendly vs. Adult-Themed,47,Seven (a.k.a. Se7en) (1995),1,null,Seven is a psychological thriller with mature themes and graphic content unsuitable for children.
4,Family-Friendly vs. Adult-Themed,48,Pocahontas (1995),4,,Pocahontas is an animated musical film suitable for children with themes of cultural understanding.
4,Family-Friendly vs. Adult-Themed,49,When Night Is Falling (1995),1,null,The plot involves complex adult relationships and themes unsuitable for children.
4,Family-Friendly vs. Adult-Themed,50,"Usual Suspects, The (1995)",1,null,The Usual Suspects contains mature themes and complex plot elements unsuitable for children.
5,Visual Appeal vs. Narrative Complexity,1,Toy Story (1995),3,midpoint,Toy Story features visually appealing animation typical of its era but also has a narrative focused on character development and themes.
5,Visual Appeal vs. Narrative Complexity,2,Jumanji (1995),3,midpoint,The movie features both visual elements typical of fantasy adventures and a narrative focused on solving the game's challenges.
5,Visual Appeal vs. Narrative Complexity,3,Grumpier Old Men (1995),2,midpoint,The plot focuses on character interactions and comedic situations rather than visual spectacle.
5,Visual Appeal vs. Narrative Complexity,4,Waiting to Exhale (1995),1,,The plot focuses on complex personal and romantic struggles of the characters.
5,Visual Appeal vs. Narrative Complexity,5,Father of the Bride Part II (1995),2,midpoint,"The plot focuses on family dynamics and personal growth, indicating a narrative that is more about character development than visual spectacle."
5,Visual Appeal vs. Narrative Complexity,6,Heat (1995),2,midpoint,Heat focuses more on its intricate plot and character dynamics than on visual spectacle.
5,Visual Appeal vs. Narrative Complexity,7,Sabrina (1995),2,midpoint,Sabrina (1995) focuses more on its narrative and character development rather than visual appeal.
5,Visual Appeal vs. Narrative Complexity,8,Tom and Huck (1995),2,midpoint,The plot focuses on narrative elements like friendship and loyalty rather than visual spectacle.
5,Visual Appeal vs. Narrative Complexity,9,Sudden Death (1995),2,midpoint,The plot focuses heavily on narrative complexity with its tense hostage situation and time-sensitive mission.
