dimension_id,dimension_name,option_id,display_text,score,zero_reason,justification
1,Action Intensity,39,Clueless (1995),0,null,"Clueless focuses primarily on dialogue, character development, and romantic comedy elements with virtually no action sequences."
1,Action Intensity,40,"Cry, the Beloved Country (1995)",0,null,"The movie focuses heavily on character development and dialogue, with no significant action sequences."
1,Action Intensity,41,Richard III (1995),1,null,The movie focuses primarily on political manipulation and psychological warfare rather than physical action sequences.
1,Action Intensity,42,Dead Presidents (1995),3,null,"The movie includes a heist plot and associated action sequences, but it also focuses significantly on character development and social issues."
1,Action Intensity,43,Restoration (1995),1,null,The plot summary indicates a focus on character development and historical drama with no mention of significant action sequences.
1,Action Intensity,44,Mortal Kombat (1995),4,null,The movie features frequent and intense action scenes characteristic of its genre and source material.
1,Action Intensity,45,To Die For (1995),1,null,"The plot summary does not indicate any significant action sequences, focusing instead on themes and character development."
1,Action Intensity,46,How to Make an American Quilt (1995),0,null,"The plot summary indicates a focus on character development and dialogue, with no mention of action scenes."
1,Action Intensity,47,Seven (a.k.a. Se7en) (1995),3,null,"Seven contains several intense action scenes, particularly during the chase and confrontation sequences, but it is primarily focused on its plot and character development."
1,Action Intensity,48,Pocahontas (1995),1,null,Pocahontas focuses primarily on character development and romance with minimal action sequences.
1,Action Intensity,49,When Night Is Falling (1995),0,null,"The plot summary indicates a focus on character development and emotional complexity typical of a romantic drama, with no mention of action sequences."
1,Action Intensity,50,"Usual Suspects, The (1995)",1,null,"The Usual Suspects focuses primarily on dialogue, plot twists, and character development rather than action sequences."
1,Action Intensity,51,Guardian Angel (1994),1,null,The plot summary indicates a focus on character development and emotional themes with no mention of significant action sequences.
1,Action Intensity,52,Mighty Aphrodite (1995),1,null,"The plot summary indicates a focus on character development and themes of love and parenthood, with no mention of significant action sequences."
1,Action Intensity,53,Lamerica (1994),1,null,Lamerica focuses on character development and thematic exploration with minimal action sequences.
1,Action Intensity,54,"Big Green, The (1995)",1,null,"The movie focuses on character development and the journey of a group of kids forming a soccer team, with minimal emphasis on action sequences."
1,Action Intensity,55,Georgia (1995),1,null,The movie 'Georgia' focuses on character development and emotional depth without significant action sequences.
1,Action Intensity,56,Kids of the Round Table (1995),2,null,"The movie involves adventures and quests which include some action, but it leans more towards character development and fantasy elements."
1,Action Intensity,57,Home for the Holidays (1995),1,null,"The plot summary indicates a focus on family dynamics, humor, and character development without any mention of action sequences."
1,Action Intensity,58,"Postman, The (Postino, Il) (1994)",0,null,The movie focuses on character development and emotional storytelling with no significant action sequences.
1,Action Intensity,59,"Confessional, The (Confessionnal, Le) (1995)",0,null,"The movie focuses on dialogue and character development within a confessional setting, with no significant action scenes."
1,Action Intensity,60,"Indian in the Cupboard, The (1995)",1,null,"The movie focuses more on the relationship between the boy and the living toy, with minimal action sequences."
1,Action Intensity,61,Eye for an Eye (1996),1,null,The movie focuses primarily on themes of grief and vengeance with minimal action sequences.
1,Action Intensity,62,Mr. Holland's Opus (1995),0,null,The movie focuses primarily on character development and emotional storytelling with no significant action sequences.
1,Action Intensity,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),2,null,"The movie is a comedy that parodies 'hood' movies, focusing more on humor and less on intense action sequences."
1,Action Intensity,64,Two if by Sea (1996),1,null,The plot summary indicates a focus on comedic misadventures and relationship dynamics without significant mention of action sequences.
1,Action Intensity,65,Bio-Dome (1996),1,null,'Bio-Dome' focuses primarily on comedic situations and character interactions rather than action sequences.
1,Action Intensity,66,Lawnmower Man 2: Beyond Cyberspace (1996),2,null,"The plot involves virtual reality and escape scenarios which suggest some action, but without explicit details of intense action scenes, it leans towards moderate action intensity."
1,Action Intensity,67,Two Bits (1995),0,null,"The plot summary indicates that the movie focuses on family, dreams, and the bond between generations with no mention of action sequences."
1,Action Intensity,68,French Twist (Gazon maudit) (1995),1,null,"The plot summary indicates that 'French Twist' focuses on themes of love, sexuality, and self-discovery with a humorous touch, suggesting minimal action sequences."
1,Action Intensity,69,Friday (1995),1,null,The movie 'Friday' focuses primarily on dialogue and character interactions with minimal action sequences.
1,Action Intensity,70,From Dusk Till Dawn (1996),3,null,"The movie features numerous intense action scenes and stunts, particularly towards the end, while still maintaining significant dialogue and character moments."
1,Action Intensity,71,Fair Game (1995),4,null,"'Fair Game' features intense action sequences and a high-octane thriller plot, indicating a significant presence of action."
1,Action Intensity,72,Kicking and Screaming (1995),0,null,The plot summary indicates a focus on dialogue and character development with no mention of action sequences.
1,Action Intensity,73,"Misérables, Les (1995)",1,null,"The plot summary indicates a focus on character development and themes such as redemption and justice, with no mention of significant action sequences."
1,Action Intensity,74,Bed of Roses (1996),0,null,The plot summary indicates that 'Bed of Roses' is a romantic drama focused on character development and emotional growth without any mention of action sequences.
1,Action Intensity,75,Big Bully (1996),1,null,"The plot summary indicates a focus on character development and themes such as forgiveness and redemption, with no mention of significant action sequences."
1,Action Intensity,76,Screamers (1995),4,null,"The movie features several intense action scenes involving combat with advanced robots, contributing to a high level of action intensity."
1,Action Intensity,77,Nico Icon (1995),0,null,The documentary focuses on the life and career of Nico with minimal to no action sequences.
1,Action Intensity,78,"Crossing Guard, The (1995)",2,null,"The movie contains elements of action and thriller, but the focus seems to be more on the character's emotional journey and the plot's psychological aspects rather than intense action sequences."
1,Action Intensity,79,"Juror, The (1996)",1,null,"The movie focuses primarily on the drama and tension within the courtroom and the personal struggles of the main character, with minimal physical action."
1,Action Intensity,80,"White Balloon, The (Badkonake sefid) (1995)",0,null,"The movie focuses on the daily life and interactions of a young girl in Tehran, with no significant action sequences."
1,Action Intensity,81,Things to Do in Denver When You're Dead (1995),2,null,"The plot involves a heist and complications within a criminal underworld, suggesting some action but primarily focusing on character dynamics and plot twists."
1,Action Intensity,82,Antonia's Line (Antonia) (1995),0,null,"The plot summary indicates a focus on character development and relationships within a community, with no mention of action sequences."
1,Action Intensity,83,Once Upon a Time... When We Were Colored (1995),0,null,The plot summary indicates a focus on character development and community life with no mention of action sequences.
1,Action Intensity,84,Last Summer in the Hamptons (1995),0,null,"The plot summary indicates a focus on character interactions, tensions, and revelations typical of drama and comedy genres, with no mention of action sequences."
1,Action Intensity,85,Angels and Insects (1995),0,null,"The plot summary indicates a focus on character development and drama within Victorian society, with no mention of action sequences."
1,Action Intensity,86,White Squall (1996),1,null,"While the movie involves challenges and obstacles, it primarily focuses on character development and the power of nature rather than intense action sequences."
1,Action Intensity,87,Dunston Checks In (1996),1,null,"The plot summary indicates a family comedy with a focus on friendship and adventure, featuring an orangutan causing mischief, which suggests minimal intense action scenes."
1,Action Intensity,88,Black Sheep (1996),1,null,The plot summary indicates that 'Black Sheep' is a comedy focused on political satire and family dynamics with no mention of significant action sequences.
1,Action Intensity,89,Nick of Time (1995),3,null,"The movie contains several intense action scenes and chases, indicating a significant level of action intensity."
1,Action Intensity,90,The Journey of August King (1995),1,null,The plot summary indicates a focus on character development and thematic exploration without mention of significant action sequences.
1,Action Intensity,92,Mary Reilly (1996),1,null,The plot summary indicates a focus on psychological elements and character development rather than action sequences.
1,Action Intensity,93,Vampire in Brooklyn (1995),2,null,The movie contains some action sequences but is primarily focused on comedy and romance elements.
1,Action Intensity,94,Beautiful Girls (1996),1,null,The plot summary indicates a focus on character relationships and personal growth without mention of significant action sequences.
1,Action Intensity,95,Broken Arrow (1996),4,null,"The movie is described as a high-octane adrenaline rush filled with explosive action sequences, aligning closely with the high pole of the Action Intensity dimension."
1,Action Intensity,96,In the Bleak Midwinter (1995),0,null,The plot summary indicates a focus on character development and comedy-drama elements without any mention of action sequences.
1,Action Intensity,97,"Hate (Haine, La) (1995)",1,null,The plot summary indicates a focus on social issues and character dynamics rather than intense action sequences.
1,Action Intensity,98,Shopping (1994),3,null,"The movie involves a crime spree with stolen cars and reckless behavior, indicating significant action content."
1,Action Intensity,99,Heidi Fleiss: Hollywood Madam (1995),0,null,The documentary focuses on interviews and recounting events without any action sequences.
1,Action Intensity,100,City Hall (1996),1,null,The plot summary indicates a focus on political intrigue and moral dilemmas with no mention of significant action sequences.
1,Action Intensity,101,Bottle Rocket (1996),1,null,"The movie focuses on character development and dialogue, with minimal and amateurish action sequences."
1,Action Intensity,102,Mr. Wrong (1996),1,null,The plot summary indicates a focus on romantic comedy elements with no mention of significant action sequences.
1,Action Intensity,103,Unforgettable (1996),1,null,The plot summary indicates a focus on mystery and ethical dilemmas rather than intense action sequences.
1,Action Intensity,104,Happy Gilmore (1996),2,null,"While 'Happy Gilmore' includes some physical comedy and competitive golf scenes, it primarily focuses on dialogue and character development."
1,Action Intensity,105,"Bridges of Madison County, The (1995)",0,null,The movie focuses heavily on character development and emotional depth with virtually no action sequences.
1,Action Intensity,106,Nobody Loves Me (Keiner liebt mich) (1994),0,null,The plot summary indicates a focus on character development and social interactions with no mention of action sequences.
1,Action Intensity,107,Muppet Treasure Island (1996),2,null,"While there are some action sequences involving pirates and treasure hunting, the movie primarily focuses on humor and character interactions."
1,Action Intensity,108,Catwalk (1996),0,null,The plot summary indicates a focus on the personal and professional lives of models without mentioning any significant action sequences.
1,Action Intensity,109,Headless Body in Topless Bar (1995),1,null,"The plot summary does not indicate significant action sequences, focusing instead on the aftermath and characters involved in a crime."
1,Action Intensity,110,Braveheart (1995),4,null,"The movie features numerous intense battle scenes and combat sequences, indicating a high level of action."
1,Action Intensity,111,Taxi Driver (1976),2,null,"While 'Taxi Driver' contains moments of violence and tension, it is primarily focused on character development and psychological depth rather than action sequences."
1,Action Intensity,112,Rumble in the Bronx (Hont faan kui) (1995),4,null,"The movie features Jackie Chan's signature stunts and martial arts sequences, indicating a high level of action."
1,Action Intensity,113,Before and After (1996),1,null,The plot summary indicates a focus on family drama and legal intrigue with no mention of action sequences.
1,Action Intensity,114,Margaret's Museum (1995),0,null,The plot summary indicates a focus on character development and emotional themes without any mention of action sequences.
1,Action Intensity,115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",1,null,The movie is a comedy focused on the protagonist's journey into farming with no significant action sequences.
1,Action Intensity,116,Anne Frank Remembered (1995),0,null,"The documentary focuses on Anne Frank's life through interviews, archival footage, and reenactments, with no significant action sequences."
1,Action Intensity,117,"Young Poisoner's Handbook, The (1995)",1,null,The movie focuses on psychological manipulation and the consequences of the protagonist's actions rather than physical action sequences.
1,Action Intensity,118,If Lucy Fell (1996),1,null,The plot summary indicates a focus on romance and character development with no mention of significant action sequences.
1,Action Intensity,119,"Steal Big, Steal Little (1995)",1,null,"The plot summary indicates a focus on family dynamics, legal battles, and personal growth rather than intense action sequences."
1,Action Intensity,120,Race the Sun (1996),1,null,The plot summary indicates a focus on character development and overcoming challenges rather than intense action sequences.
1,Action Intensity,121,"Boys of St. Vincent, The (1992)",0,null,The plot summary indicates a focus on drama and character development with no mention of action sequences.
1,Action Intensity,122,Boomerang (1992),1,null,Boomerang is a romantic comedy focused on character interactions and relationship dynamics with minimal action sequences.
1,Action Intensity,123,Chungking Express (Chung Hing sam lam) (1994),1,null,The plot summary indicates a focus on emotional and romantic themes with no mention of significant action sequences.
1,Action Intensity,124,"Star Maker, The (Uomo delle stelle, L') (1995)",0,null,"The movie focuses on character development and dialogue, with no significant action sequences."
1,Action Intensity,125,Flirting With Disaster (1996),1,null,The movie focuses on comedy and character interactions with minimal action sequences.
1,Action Intensity,126,"NeverEnding Story III, The (1994)",2,null,"The movie includes fantastical adventures and battles, but the action scenes are not frequent or intense enough to score higher."
1,Action Intensity,127,"Silences of the Palace, The (Saimt el Qusur) (1994)",0,null,"The movie focuses on themes of power, gender dynamics, and tradition through dialogue and character development without significant action sequences."
1,Action Intensity,128,Jupiter's Wife (1994),0,null,"As a documentary focusing on the life of a homeless woman, 'Jupiter's Wife' lacks any form of action sequences."
1,Action Intensity,129,Pie in the Sky (1996),1,null,The plot summary indicates a focus on character development and overcoming challenges rather than action sequences.
1,Action Intensity,130,Angela (1995),0,null,The plot summary indicates a focus on character development and emotional themes without any mention of action sequences.
1,Action Intensity,131,Frankie Starlight (1995),1,null,The plot summary indicates a focus on character development and emotional journeys rather than action sequences.
1,Action Intensity,132,Jade (1995),2,null,The plot summary indicates a focus on investigation and uncovering deceit rather than intense action sequences.
1,Action Intensity,133,Nueba Yol (1995),1,null,The plot summary indicates a focus on character development and the immigrant experience without mentioning any significant action sequences.
1,Action Intensity,134,Sonic Outlaws (1995),0,not_applicable,The documentary focuses on intellectual property issues and lacks any significant action sequences.
1,Action Intensity,135,Down Periscope (1996),2,null,"While there are some tense moments and a naval exercise setting, 'Down Periscope' primarily focuses on comedy and character interactions rather than intense action sequences."
1,Action Intensity,136,From the Journals of Jean Seberg (1995),0,not_applicable,"The documentary focuses on the life and legacy of Jean Seberg through interviews and archival footage, with no action scenes."
1,Action Intensity,137,Man of the Year (1995),1,null,The plot summary indicates a focus on political intrigue and personal relationships rather than action sequences.
1,Action Intensity,138,"Neon Bible, The (1995)",1,null,"The movie focuses on the coming-of-age journey with minimal action sequences, emphasizing dialogue and character development."
1,Action Intensity,139,Target (1995),4,null,"'Target' is described as a high-octane action thriller with intense sequences and a race against time, indicating significant action content."
1,Action Intensity,140,Up Close and Personal (1996),1,null,The plot summary indicates a focus on character development and emotional challenges rather than action sequences.
1,Action Intensity,141,"Birdcage, The (1996)",0,null,"The movie is a comedy focused on dialogue, character interactions, and social situations without any significant action sequences."
1,Action Intensity,142,Shadows (Cienie) (1988),1,null,"'Shadows' focuses on the emotional and psychological struggles of its characters amidst the backdrop of war, with minimal emphasis on action sequences."
1,Action Intensity,143,Gospa (1995),0,null,"The plot summary indicates that 'Gospa' focuses on themes of faith, doubt, and community impact without mentioning any significant action sequences."
1,Action Intensity,144,"Brothers McMullen, The (1995)",0,null,The plot summary indicates a focus on character development and emotional journeys without any mention of action sequences.
1,Action Intensity,145,Bad Boys (1995),4,null,"The movie features frequent and intense action scenes including car chases, shootouts, and explosive confrontations."
1,Action Intensity,146,"Amazing Panda Adventure, The (1995)",2,null,"The plot involves rescuing a panda cub from poachers, which suggests some action, but it is likely balanced with dialogue and character development suitable for a children's adventure film."
1,Action Intensity,147,"Basketball Diaries, The (1995)",1,null,The Basketball Diaries focuses primarily on character development and the struggles of addiction with minimal action sequences.
1,Action Intensity,148,"Awfully Big Adventure, An (1995)",0,null,The plot summary indicates a focus on relationships and themes typical of dramas with no mention of action sequences.
1,Action Intensity,149,Amateur (1994),1,null,"The plot summary indicates a focus on mystery, romance, and dark humor rather than intense action sequences."
1,Action Intensity,150,Apollo 13 (1995),2,null,"While 'Apollo 13' contains tense moments and a sense of urgency, it primarily focuses on the dialogue and character development amidst a crisis rather than intense action sequences."
1,Action Intensity,151,Rob Roy (1995),2,null,"While 'Rob Roy' contains several action sequences, they are not frequent nor extremely intense, leaning more towards character development and historical narrative."
1,Action Intensity,152,"Addiction, The (1995)",1,null,The plot summary indicates a focus on philosophical and psychological exploration rather than action sequences.
1,Action Intensity,153,Batman Forever (1995),4,null,"Batman Forever features numerous action sequences and stunts, aligning it closely with high-action films."
1,Action Intensity,154,Beauty of the Day (Belle de jour) (1967),0,null,The plot summary indicates a focus on character development and exploration of themes rather than action sequences.
1,Action Intensity,155,Beyond Rangoon (1995),1,null,The plot summary indicates a focus on political drama and personal journey through a tumultuous environment rather than intense action sequences.
1,Action Intensity,156,Blue in the Face (1995),0,null,"The plot summary indicates a focus on dialogue and character development through vignettes and encounters, with no mention of action scenes."
1,Action Intensity,157,Canadian Bacon (1995),1,null,The plot summary indicates that 'Canadian Bacon' focuses on political satire and humor rather than action sequences.
1,Action Intensity,158,Casper (1995),1,null,The plot summary indicates that 'Casper' focuses on heartwarming moments and spooky adventures rather than intense action sequences.
1,Action Intensity,159,Clockers (1995),1,null,'Clockers' focuses more on character development and the narrative of urban crime rather than intense action sequences.
1,Action Intensity,160,Congo (1995),3,null,"The movie includes various action sequences involving danger from wildlife and conflicts with other groups, indicating a notable presence of action."
1,Action Intensity,161,Crimson Tide (1995),2,null,"While 'Crimson Tide' contains intense moments and a high-stakes scenario, the majority of its runtime focuses on dialogue and character conflict rather than action sequences."
1,Action Intensity,162,Crumb (1994),0,not_applicable,"'Crumb' is a documentary focusing on the life and work of an artist, with no action sequences."
1,Action Intensity,163,Desperado (1995),4,null,"'Desperado' is filled with gunfights and action sequences, aligning it closely with high-action films."
1,Action Intensity,164,Devil in a Blue Dress (1995),1,null,The movie focuses primarily on mystery and character development with minimal action sequences.
1,Action Intensity,165,Die Hard: With a Vengeance (1995),4,null,"The movie features numerous intense and explosive action sequences throughout, fitting well into the high-action category."
1,Action Intensity,166,"Doom Generation, The (1995)",2,null,The movie contains elements of violence and dangerous situations but is primarily focused on character development and narrative themes rather than intense action sequences.
1,Action Intensity,167,Feast of July (1995),1,null,"The plot summary indicates a focus on drama, revenge, and emotional exploration rather than action sequences."
1,Action Intensity,168,First Knight (1995),3,null,"First Knight contains several action sequences typical of its genre but also focuses significantly on romance and drama, balancing both elements."
1,Action Intensity,169,Free Willy 2: The Adventure Home (1995),1,null,The plot summary indicates a focus on heartfelt moments and family-friendly themes with minimal emphasis on intense action scenes.
1,Action Intensity,170,Hackers (1995),2,null,"While 'Hackers' includes some action sequences, they are not the primary focus and the film emphasizes plot and character interactions."
1,Action Intensity,171,Jeffrey (1995),0,null,The plot summary indicates a focus on character development and emotional themes without any mention of action sequences.
1,Action Intensity,172,Johnny Mnemonic (1995),3,null,"Johnny Mnemonic features several intense action scenes and fast-paced sequences typical of its genre, though not as consistently as a pure action film."
1,Action Intensity,173,Judge Dredd (1995),4,null,"Judge Dredd features numerous intense action scenes and futuristic combat, aligning closely with high-action films."
1,Action Intensity,174,Jury Duty (1995),1,null,The plot summary indicates that 'Jury Duty' is a comedy film focused on humor and courtroom drama with no mention of significant action sequences.
1,Action Intensity,175,Kids (1995),0,null,"The plot summary indicates a focus on character-driven themes such as youth culture, sexuality, and substance abuse without mentioning any significant action sequences."
1,Action Intensity,176,Living in Oblivion (1995),0,null,The plot summary indicates a comedy-drama focused on the challenges and absurdities of independent filmmaking with no mention of action scenes.
1,Action Intensity,177,Lord of Illusions (1995),2,null,The plot summary suggests a focus on supernatural elements and psychological tension rather than intense action sequences.
1,Action Intensity,178,Love & Human Remains (1993),0,null,The plot summary indicates a focus on character development and emotional struggles without any mention of action sequences.
1,Action Intensity,179,Mad Love (1995),0,null,The plot summary indicates a focus on romance and character development with no mention of significant action sequences.
1,Action Intensity,180,Mallrats (1995),1,null,Mallrats is a comedy focused on character interactions and dialogue with no significant action sequences.
1,Action Intensity,181,Mighty Morphin Power Rangers: The Movie (1995),3,null,"The movie features frequent action sequences and battles characteristic of the Power Rangers franchise, though it maintains a balance with character interactions."
1,Action Intensity,182,Moonlight and Valentino (1995),0,null,The plot summary indicates a focus on character development and emotional themes without any mention of action sequences.
1,Action Intensity,183,Mute Witness (1994),2,null,"The plot summary suggests a thriller with a focus on evasion and uncovering the truth, which implies some action but not intense or frequent action scenes."
1,Action Intensity,184,Nadja (1994),1,null,The plot summary indicates a focus on character development and narrative rather than action sequences.
1,Action Intensity,185,"Net, The (1995)",2,null,"The movie contains several action sequences related to cybercrime and physical confrontations, but they are not frequent or extremely intense."
1,Action Intensity,186,Nine Months (1995),1,null,"Nine Months is a romantic comedy with a focus on character development and dialogue, lacking significant action sequences."
1,Action Intensity,187,Party Girl (1995),1,null,The plot summary indicates a focus on character development and personal journey rather than action sequences.
1,Action Intensity,188,"Prophecy, The (1995)",2,null,The movie contains some action sequences related to the supernatural conflict but is primarily focused on mystery and character development.
1,Action Intensity,189,Reckless (1995),1,null,The plot summary indicates a focus on love and self-discovery with no mention of significant action sequences.
1,Action Intensity,190,Safe (1995),0,null,The movie 'Safe' focuses heavily on the psychological and emotional journey of the protagonist with minimal to no action sequences.
1,Action Intensity,191,"Scarlet Letter, The (1995)",0,null,"The movie focuses heavily on character development and dialogue, with no significant action sequences."
1,Action Intensity,192,The Show (1995),0,null,"'The Show' is a documentary focused on the lives and emotional complexities of sex show performers, which contains no significant action sequences."
1,Action Intensity,193,Showgirls (1995),1,null,'Showgirls' focuses primarily on the drama and personal journey of the protagonist with minimal action sequences.
1,Action Intensity,194,Smoke (1995),0,null,'Smoke' focuses on character development and dialogue with no significant action sequences.
1,Action Intensity,195,Something to Talk About (1995),0,null,The movie focuses on character development and emotional drama with no significant action sequences.
1,Action Intensity,196,Species (1995),3,null,"The movie contains several intense action sequences and chases, but also includes significant character development and dialogue."
1,Action Intensity,197,"Stars Fell on Henrietta, The (1995)",1,null,The movie focuses on character development and relationships with minimal action sequences.
1,Action Intensity,198,Strange Days (1995),2,null,"While 'Strange Days' includes intense moments and action sequences, it primarily focuses on its plot and character development rather than continuous high-action scenes."
1,Action Intensity,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",0,null,The movie is a romantic musical drama with no significant action sequences.
1,Action Intensity,200,"Tie That Binds, The (1995)",2,null,The movie involves suspense and plot twists but does not emphasize intense action scenes.
1,Action Intensity,201,Three Wishes (1995),1,null,The plot summary indicates a focus on family dynamics and emotional transformation rather than action sequences.
2,Emotional Depth,1,Toy Story (1995),3,null,"Toy Story explores the emotional growth and deepening friendship between Woody and Buzz, though it maintains a lighter tone suitable for children."
2,Emotional Depth,2,Jumanji (1995),2,null,"While 'Jumanji' includes moments of emotional connection and character development, its primary focus is on adventure and action, which limits its exploration of deep emotions."
2,Emotional Depth,3,Grumpier Old Men (1995),1,null,The movie focuses primarily on light-hearted comedy and romantic elements without delving deeply into complex emotional landscapes.
2,Emotional Depth,4,Waiting to Exhale (1995),4,null,"The film explores complex emotional landscapes and deep relationships among its characters, focusing on themes of friendship, love, and personal growth."
2,Emotional Depth,5,Father of the Bride Part II (1995),2,null,The movie focuses on family dynamics and comedic situations rather than delving deeply into complex emotions.
2,Emotional Depth,6,Heat (1995),3,null,"Heat delves into the psychological and emotional complexities of its main characters, particularly their professional dedication and personal lives, though it remains primarily focused on the action and crime elements."
2,Emotional Depth,7,Sabrina (1995),3,null,"Sabrina (1995) explores themes of love and self-discovery, delving into the emotional growth of its characters, yet it maintains a comedic tone that limits the depth of emotional exploration."
2,Emotional Depth,8,Tom and Huck (1995),2,null,"While the film explores themes of friendship and loyalty, it primarily focuses on adventure and action, limiting its exploration of deep emotional landscapes."
2,Emotional Depth,9,Sudden Death (1995),1,null,The plot focuses primarily on action and suspense rather than exploring complex emotional landscapes or deep character relationships.
2,Emotional Depth,10,GoldenEye (1995),2,null,"While 'GoldenEye' includes moments of character development and emotional tension, its primary focus remains on action and adventure, limiting its exploration of deep emotions."
2,Emotional Depth,11,"American President, The (1995)",4,null,"The film explores complex emotional relationships and personal growth, particularly in the context of political pressures, indicating a significant depth of emotion."
2,Emotional Depth,12,Dracula: Dead and Loving It (1995),1,null,The movie is a comedy-horror spoof that prioritizes humor over exploring deep emotional landscapes or complex character relationships.
